GENE	CHR	START	TWAS.Z
ZFP69	1	40477215	0.9686
KLHL17	1	960587	-0.49865
C1orf204	1	159834474	-0.66724
AGRN	1	1020123	-0.20644
HES4	1	998962	2.78809
ZNF669	1	247099962	0.07584
SELL	1	169690667	1.9775
S100A16	1	153606886	1.31695
RBM34	1	235131183	0.85354
BCL2L15	1	113878168	-0.98808
PRELP	1	203475828	0.10133
FAM78B	1	166057426	-1.91457
NOC2L	1	944204	6.08748
S100A13	1	153618787	1.58749
BTBD8	1	92080305	-0.16355
PNRC2	1	23959109	-1.41832
KAZN	1	13892792	0.71887
SH2D5	1	20719732	-0.34647
OR2L13	1	248098649	-0.20635
TMEM63A	1	225845536	0.34342
SEMA4A	1	156147366	-0.09789
CD55	1	207321508	-0.46994
ZNF124	1	247121975	-0.36827
ESRRG	1	216503246	-0.13798
GDAP2	1	117863485	-0.55528
SLC6A9	1	43991500	-0.65697
AJAP1	1	4654732	-0.31877
LAMB3	1	209614870	-2.54334
HIST3H2BB	1	228458107	1.51376
SLC6A17	1	110150486	-2.14727
LRRC8B	1	89524836	1.04098
IPP	1	45694324	2.66777
HHLA3	1	70354805	-0.66697
DMBX1	1	46506996	2.03733
CDC42SE1	1	151050971	-5.39668
TAF13	1	109062486	0.03083
ATAD3A	1	1512151	-0.64968
FAM212B	1	111680630	0.24201
HES5	1	2528745	-2.06071
S100A6	1	153534599	0.36914
DNM3	1	171841498	0.21992
SNHG12	1	28578538	-0.81541
MAN1A2	1	117367449	1.53708
SZT2	1	43389882	0.89277
FLVCR1-AS1	1	212852108	-0.67755
YTHDF2	1	28736621	-0.68382
C1orf228	1	44674692	0.17148
RD3	1	211476522	-2.82599
MDM4	1	204516379	2.70097
RYR2	1	237042205	0.63622
ABCA4	1	93992835	2.00687
IPO9	1	201829141	-0.23932
GLMP	1	156290089	-0.73904
F5	1	169514166	-3.30031
COLGALT2	1	183929854	3.88631
RCSD1	1	167630093	1.70856
MTOR	1	11106535	1.39673
LRIG2	1	113073209	0.30203
FOXJ3	1	42176539	1.83348
CD247	1	167430640	0.81863
HMGN2	1	26472450	-0.64682
GJC2	1	228149852	0.70152
DUSP27	1	167094045	0.34851
TSEN15	1	184051677	-5.71091
PRMT6	1	107056679	1.12049
SHISA4	1	201888680	-0.08446
C1orf174	1	3889125	0.11701
NOS1AP	1	162069774	-2.02154
SMG5	1	156249224	-0.97812
OR2L2	1	248038268	0.55244
EFCAB2	1	244969705	0.44887
COX20	1	244835322	0.13347
CHML	1	241628853	-0.97621
STUM	1	226548800	0.81349
TATDN3	1	212791828	1.00204
RP11-296O14.3	1	173417793	-0.01411
MSTO2P	1	155745829	-1.98654
SAMD13	1	84298366	-1.77382
C1orf141	1	67092165	1.37457
EFCAB7	1	63523372	0.61398
PHACTR4	1	28369582	0.22824
ZDHHC18	1	26826710	1.31062
TMEM57	1	25430858	-2.44707
TCEA3	1	23381061	-1.65857
DISP3	1	11479166	1.80559
ZBTB48	1	6580001	-1.43602
RNVU1-7	1	148038753	1.46367
RNU1-1	1	16514122	0.09085
RNU1-2	1	16895980	0.09085
RNU1-4	1	16740516	0.09085
RNU1-3	1	16666785	0.09085
MAP10	1	232804892	0.6739
DENND1B	1	197504748	0.59244
RP1-206D15.6	1	169486076	-0.23008
ACKR1	1	159203307	0.86079
LINGO4	1	151800264	-0.79624
MLLT11	1	151057758	5.6543
NRAS	1	114704469	0.53724
GSTM2	1	109668022	0.67952
RBMXL1	1	88979456	1.54319
LEPROT	1	65420587	1.25388
MYCBP	1	38862964	0.15157
SH3D21	1	36306387	-1.32678
RP11-480I12.5	1	202851828	0.00289
LINC01347	1	243056307	-1.22342
RSC1A1	1	15659869	1.32683
ZC3H11B	1	219608347	0.63656
TSTD1	1	161037631	1.82319
LINC01356	1	112820170	0.19194
RP11-364B6.2	1	104072983	0.56406
CYB5RL	1	54169651	0.22812
LACTBL1	1	22953043	-0.46052
ATAD3C	1	1449689	4.37013
MORF4L1P1	1	220253570	-1.78671
LINC00339	1	22024531	0.18764
HIST2H2BD	1	149843041	-5.04624
MTMR9LP	1	32231658	0.67411
C1orf229	1	247110160	-0.12179
CCNL2	1	1385711	-2.25002
MYBPHL	1	109292365	1.35223
BTBD19	1	44808482	4.99112
RP11-359E8.3	1	211492255	-1.88098
CCDC18-AS1	1	93262186	3.9469
RP11-54O7.3	1	916865	-1.20214
CH17-472G23.2	1	120267334	1.78763
LINC01057	1	94613814	1.7925
RP11-343H5.4	1	206695837	-0.67011
RP3-522D1.1	1	112850028	-0.37764
RP11-466F5.8	1	165768929	32.86598
LAMTOR5-AS1	1	110347116	-1.51345
RP11-576D8.4	1	205455929	-3.2737
PPP1R8P1	1	48325080	-1.1429
HSPA7	1	161606291	0.28971
TAF1A-AS1	1	222589825	-0.17225
RP11-293P20.2	1	24040835	-0.40648
GBP1P1	1	89407679	-0.77149
RP4-784A16.5	1	53328233	-5.52479
FAM229A	1	32361270	0.03802
TUBBP10	1	52994726	-1.53462
RP5-1056L3.3	1	19608114	0.82562
TPI1P1	1	76699789	-1.97062
RP11-776H12.1	1	60515716	-2.65154
RP5-1024G6.5	1	53238610	-2.19957
RP4-635E18.7	1	11068471	0.26838
LINC01359	1	64972225	-0.23582
TP73-AS1	1	3735601	-0.55479
SLC2A1-AS1	1	42959049	-0.12619
PHBP11	1	223856579	1.00607
LINC01341	1	246776013	0.05515
RP5-1074L1.1	1	110286375	-1.24127
RP4-781K5.4	1	234646289	-2.50159
RP5-884G6.2	1	99968383	3.86515
RP1-317E23.3	1	25816749	1.93045
GS1-304P7.2	1	186578279	0.18626
PCAT6	1	202810954	0.93102
RP11-206L10.2	1	725885	2.21348
RP5-864K19.4	1	38860000	0.21265
MIR34A	1	9148011	0.71011
RP11-490K7.4	1	31263245	-0.59898
ZRANB2-AS2	1	71081324	-1.49716
RP5-857K21.4	1	585989	-2.3304
FAM41C	1	868071	-1.05536
RP5-902P8.10	1	1275223	4.37013
RP1-43E13.2	1	19210501	1.64481
PROX1-AS1	1	213817751	1.67553
RP11-767N6.7	1	45694684	3.36739
RP13-15M17.1	1	9576427	1.01155
RP11-436K8.1	1	60659631	-1.50822
RP11-418J17.1	1	119140396	-0.96888
RP11-88H9.2	1	111989770	-1.36932
RP11-92K2.2	1	192716183	-0.34168
FAAHP1	1	46432129	-1.46048
RP4-730K3.3	1	113698884	2.0476
RP1-37J18.2	1	4571481	0.0902
HDAC1P2	1	220625740	0.207
RP11-196G18.3	1	149785659	0.44976
RP11-421L21.3	1	101025878	-0.41556
RP11-147G16.1	1	82215220	-0.16557
RP1-187B23.1	1	25644544	0.27415
RP11-78O9.1	1	94145111	0.60322
UQCRHL	1	15807169	0.20027
RP11-767N6.2	1	45651039	-5.39907
FTH1P2	1	228687415	0.38407
RP11-480I12.9	1	202861754	-1.88389
ANKRD65	1	1418420	4.37013
RP5-1092A11.2	1	3712200	4.02519
HIPK1-AS1	1	113924000	-0.5122
RP11-230B22.1	1	62688482	-0.07303
ASH1L-AS1	1	155562042	-4.33353
RP11-231P20.2	1	26209741	-1.2232
RP5-1024G6.2	1	53209783	0.03974
RP11-96L14.7	1	26169516	2.514
TCEB3-AS1	1	23760382	1.86918
FOXD2-AS1	1	47432133	-1.30361
FAM138A	1	34554	-0.53436
FLG-AS1	1	152168125	-1.89082
RP11-126K1.6	1	151346967	5.06919
RP11-34P13.7	1	89295	-2.48652
RP11-108M9.4	1	16888538	-0.07992
RP11-656D10.3	1	40493157	-0.36344
C1orf226	1	162366908	-1.30416
RP11-34P13.8	1	89551	-1.44107
AMY2B	1	103553815	1.30111
CYMP	1	110480752	-0.83969
RP5-890O3.9	1	1317581	0.86453
RPL23AP21	1	258568	-0.68126
TCEB1P19	1	88829102	0.57794
RP11-568K15.1	1	178006136	-1.91161
NPPA-AS1	1	11841017	1.327
MRPL20	1	1401908	-4.37013
EFNA4	1	155063731	4.33353
CFAP57	1	43172149	-1.43064
TTC4	1	54715822	0.06751
RP11-552M11.4	1	111438638	-0.23731
DDOST	1	20651767	1.2754
RP11-99J16__A.2	1	230710698	1.39827
PCP4L1	1	161258727	1.73688
MTATP6P1	1	633696	4.37013
RP4-669L17.8	1	491225	3.71504
APITD1-CORT	1	10430102	1.13394
TRNP1	1	26993707	1.14824
RP4-798P15.3	1	177928788	0.37935
RP4-791M13.3	1	149048576	-0.88519
FPGT	1	74198212	1.05182
ZBED6	1	203796309	0.38342
RP11-574F21.3	1	160217464	-0.98397
RP11-284N8.3	1	110653560	-2.30749
RP11-488L18.10	1	247187281	-1.25178
RP5-968P14.2	1	26692132	2.58902
PMF1-BGLAP	1	156212982	0.38127
RP4-561L24.3	1	93847174	-1.32099
RP11-439E19.9	1	246682108	-0.4866
RP11-226L15.5	1	160024953	-0.32716
RP11-61J19.5	1	212557833	-1.1043
RP11-439E19.10	1	246772301	-0.89261
RP11-483I13.5	1	108199926	0.45124
RP4-798A10.7	1	16514645	-1.12871
RP11-68I18.10	1	151130075	5.6543
RP11-96K19.4	1	110936369	-0.89115
RP5-1042I8.7	1	119909255	3.53461
RP4-612B15.3	1	86703502	2.74912
OCLM	1	186400572	0.91223
NBPF11	1	148102046	0.64811
RP11-196G18.23	1	149861271	-4.8278
RASSF5	1	206507530	-0.82765
LINC01140	1	87129765	0.04826
NBPF12	1	146938744	-0.48574
RP1-283E3.8	1	1702736	-0.07556
RP11-98D18.17	1	151798054	1.18538
RP4-740C4.5	1	2350414	2.19867
RP3-467L1.6	1	7776383	0.39464
RP11-338N10.2	1	7698303	-3.51047
GAS5-AS1	1	173863248	-0.56853
TSNAX-DISC1	1	231528653	-1.86703
RP11-338N10.1	1	7693124	-3.51047
HIST2H4B	1	149854045	-0.31712
RP5-1092A3.4	1	28239509	-0.19572
TMEM56-RWDD3	1	95117923	-1.05978
RP11-430G17.3	1	61741998	0.45541
NBPF19	1	149390623	-3.72124
RP11-426L16.10	1	112702614	-0.58304
RP1-178F15.5	1	153626332	-1.61972
RP4-635E18.8	1	11029659	2.84375
RP11-42O15.3	1	70445071	0.45388
RP1-178F15.4	1	153631438	-0.91389
RP11-52A20.2	1	167379108	-1.36271
RP5-1126H10.2	1	19072110	0.02561
RP11-345P4.9	1	1613758	-1.77234
RP11-277B15.3	1	167219831	-1.37121
RP4-740C4.7	1	2363061	-1.60869
RP4-758J18.13	1	1409096	1.60734
RP11-101E13.5	1	193090866	-1.56346
GTF2IP20	1	223951394	0.43549
RP11-422P24.11	1	153977743	0.47906
RP11-190A12.8	1	159866954	-0.00223
RP11-378J18.8	1	222658867	4.38942
RP11-326G21.1	1	149264252	3.72124
RP11-533E19.7	1	179881607	-1.86939
RP5-943J3.2	1	89820174	1.33118
RP11-196G18.24	1	149845816	4.18306
RP11-96K19.5	1	110963302	-1.38223
RP11-337C18.10	1	147173186	1.8439
ZBTB8B	1	32465069	0.33275
RP5-1065J22.8	1	109087971	-0.26538
RP4-671G15.2	1	112517799	3.08326
CH17-189H20.1	1	149176022	-0.57912
RP5-994D16.11	1	42785007	2.52879
RP11-544O24.2	1	149345661	0.82117
CH17-472G23.1	1	120197085	-0.5618
RP11-478J18.2	1	213983793	0.34192
RP4-547N15.3	1	67121605	-1.21953
RP11-392O17.2	1	219270774	1.90312
ZNF670	1	247036784	0.97391
RP4-635E18.9	1	11012662	0.43865
RP11-504P24.9	1	223994262	1.08316
FO538757.1	1	184923	2.50303
RP4-635A23.6	1	185292384	-2.41466
RP11-33E12.2	1	85152487	1.05602
RP11-483I13.6	1	108200413	3.01583
AL365181.1	1	156597173	0.73568
RP4-758J24.6	1	54033126	-0.577
CCDC163P	1	45493866	1.8869
BLACAT1	1	205434886	2.27643
AC096949.1	1	99861472	-1.1189
AL022397.1	1	209938251	0.29709
ALOX5	10	45374176	1.88088
ZMYND11	10	134465	0.50064
ZRANB1	10	124942123	0.15019
FAS	10	88990582	0.15333
VCL	10	73995193	1.95971
AIFM2	10	70098223	1.58276
RRP12	10	97356358	1.67215
MRPL43	10	100969458	1.6888
GDI2	10	5765223	2.31105
ALDH18A1	10	95605929	-1.52753
PSD	10	102402617	0.62044
CCAR1	10	68721012	-0.03296
WAPL	10	86435256	2.29854
OAT	10	124397303	1.20435
SLK	10	103967201	1.68514
GSTO2	10	104268873	1.35354
SEC61A2	10	12129637	1.2558
PRKCQ	10	6427143	1.18519
FGFR2	10	121478334	-0.28665
PFKP	10	3066333	-1.53104
KLF6	10	3775996	-1.05899
INPP5A	10	132537820	-0.57764
WNT8B	10	100463041	5.0186
SEC31B	10	100486642	4.91941
PAX2	10	100735603	-0.00225
NFKB2	10	102394110	-2.19969
SPAG6	10	22345445	-1.64897
APBB1IP	10	26438203	-0.23112
ITGA8	10	15513949	2.14092
NEBL	10	20779973	-0.29824
SAR1A	10	70147289	-0.58776
DHX32	10	125836337	-0.03154
CWF19L1	10	100232298	1.51918
SEMA4G	10	100969518	-1.6888
BLNK	10	96191702	1.3759
TLL2	10	96364606	0.34595
CYP26A1	10	93073475	-5.98789
CRTAC1	10	97865000	2.18239
BAMBI	10	28677342	-3.06161
WAC	10	28532493	0.07663
CREM	10	35126791	1.51407
SIRT1	10	67884669	0.40657
HNRNPH3	10	68331174	-1.82197
SCD	10	100347124	-0.48981
ABLIM1	10	114431113	0.04289
NRP1	10	33177492	-0.72873
HSD17B7P2	10	38356380	-2.07225
TSPAN15	10	69451473	-1.9733
H2AFY2	10	70052796	0.71771
FAM21A	10	50067888	0.09314
PDLIM1	10	95237572	-2.29828
ATRNL1	10	115093365	0.1226
HPS1	10	98416198	-0.71678
RASSF4	10	44959407	-0.54477
CXCL12	10	44370165	-1.26263
ERLIN1	10	100150094	-0.94975
CUBN	10	16823964	0.34112
TRDMT1	10	17142254	0.06886
MAPK8	10	48306639	-1.50872
PLEKHA1	10	122374696	-0.80166
UNC5B	10	71212570	0.72531
CDH23	10	71396934	1.36168
C10orf54	10	71747559	0.77471
MICU1	10	72367327	-0.02815
PPP3CB	10	73436428	0.9045
CCSER2	10	84328586	1.98878
MINPP1	10	87504875	1.84423
ACTA2	10	88935074	-0.58425
LIPA	10	89213569	-3.32042
SFXN3	10	101031234	-2.57582
FBXW4	10	101610664	-4.14644
ARHGAP21	10	24583609	-1.89085
SUFU	10	102503987	3.55145
ANKRD26	10	26991914	0.46469
LHPP	10	124461834	1.95787
LARP4B	10	806914	-0.47602
BCCIP	10	125823546	1.31916
MTPAP	10	30309801	0.36594
SH3PXD2A	10	103594027	0.4811
PITRM1	10	3137728	1.53104
OBFC1	10	103882542	0.55495
DKK1	10	52314296	-0.94593
EBF3	10	129835283	0.593
GLRX3	10	130136399	-0.37742
SORCS1	10	106573663	-0.86261
FAM208B	10	5684838	0.39277
SMC3	10	110567691	-0.28321
SHOC2	10	110919547	1.7007
TFAM	10	58385022	0.78284
CCDC6	10	59788763	0.27412
CUL2	10	35008551	-0.98073
DNAJC12	10	67796665	-1.12914
PPIF	10	79347469	-2.03574
PBLD	10	68282660	-3.52979
LGI1	10	93757809	0.0488
SLF2	10	100912569	4.87624
IDE	10	92451684	-0.20386
IFIT3	10	89327894	0.97486
IFIT2	10	89283694	-0.38616
PPP1R3C	10	91628442	-1.73921
PYROXD2	10	98383565	-2.18677
CNNM1	10	99329099	1.51443
HELLS	10	94501434	4.77186
PRLHR	10	118589989	1.14557
TCTN3	10	95663396	-1.62401
FAM45A	10	119104086	1.90764
WDR11	10	120851175	0.77046
C10orf76	10	101845599	-2.90413
CFAP58	10	104353764	-1.56799
C10orf95	10	102449837	-2.04383
MASTL	10	27154824	-0.56448
SEPT7P9	10	38383069	0.61257
PLXDC2	10	19816239	-0.02161
EPC1	10	32267751	1.38379
CPXM2	10	123706207	-1.17278
LDB3	10	86668449	2.44128
OPN4	10	86654557	-0.78981
FAM35A	10	87094161	-1.02311
FAM213A	10	80407829	-3.91029
PLAU	10	73909177	-1.5721
CHST3	10	71964365	1.86654
CISD1	10	58269058	1.01216
EGR2	10	62811996	2.25627
VPS26A	10	69123512	-0.35959
OPTN	10	13099449	-0.38033
ITIH5	10	7559270	0.87872
ECHS1	10	133362480	-0.92259
ARHGAP22	10	48446034	1.17134
PTPRE	10	127907061	-0.56809
FBXO18	10	5890203	-0.49494
RBM17	10	6088987	-1.41326
ANKRD16	10	5861617	-1.48998
STAM	10	17644125	-0.48567
GAD2	10	26216307	2.97328
ABI1	10	26746593	-0.95
ACTR1A	10	102461881	2.27719
MFSD13A	10	102461395	4.55527
CYP2C8	10	95036772	3.79724
MYOF	10	93306429	-0.03626
LOXL4	10	98247690	1.41972
STAMBPL1	10	88879734	0.97294
TACC2	10	121989174	1.49111
DUSP5	10	110497838	1.39083
ARL3	10	102673731	-3.63044
KIF20B	10	89701610	-0.30023
EXOC6	10	92834713	-4.28239
PLCE1	10	94030812	3.95676
RBP4	10	93591687	0.25592
ANXA7	10	73375101	1.54124
FAM149B1	10	73168166	-1.78773
PLA2G12B	10	72935170	1.54124
ZNF365	10	62374192	-2.18209
USP6NL	10	11453946	0.54074
COMMD3	10	22315974	-0.57189
MSRB2	10	23095506	-0.61535
PDSS1	10	26697659	-1.10046
FAM188A	10	15778170	0.90551
SLC39A12	10	17951839	2.57521
RSU1	10	16590611	1.21019
PARD3	10	34109560	-1.14501
ZEB1	10	31318495	1.59224
FAM13C	10	59246129	-0.18515
NRBF2	10	63133247	5.03466
CDHR1	10	84194635	-0.74037
LRIT1	10	84231593	-1.23848
HERC4	10	67921899	-2.39138
CAMK2G	10	73812501	1.68837
ADIRF	10	86968192	1.57516
RPP30	10	90871716	-0.44424
FRA10AC1	10	93667883	-0.29022
HABP2	10	113550837	1.32198
DNAJB12	10	72332830	0.60483
EIF4EBP2	10	70404379	0.70086
NPFFR1	10	70247329	0.05938
TCF7L2	10	112950250	-2.02222
INA	10	103277163	-0.24167
LRRC27	10	132332154	-0.00974
MTG1	10	133394094	0.50075
TAF5	10	103367967	-1.61585
PPRC1	10	102132994	-1.31695
ITPRIP	10	104309698	-0.49084
CNNM2	10	102918293	0.01911
PDCD11	10	103396648	1.47434
ADAM12	10	126012381	2.32918
MKX	10	27672875	4.67008
MPP7	10	28050993	0.33743
ARID5B	10	61901300	0.12582
ENKUR	10	24981979	-2.47839
GPR158	10	25175062	1.23483
DIP2C	10	274190	-0.03678
UPF2	10	11920022	-0.81709
CDC123	10	12195965	-1.46173
CCDC3	10	12896625	0.99477
VTI1A	10	112446998	-0.81708
AKR1C2	10	4987400	-0.82098
DPYSL4	10	132186900	0.05929
ADAM8	10	133262403	-0.19665
GFRA1	10	116056925	-0.09183
CACUL1	10	118674167	-1.0379
TIAL1	10	119571802	1.49841
SUV39H2	10	14878820	0.50485
NMT2	10	15102584	-0.788
IFIT5	10	89414586	0.92502
GPR26	10	123666355	0.62613
MMS19	10	97458324	1.06917
ZFYVE27	10	97737121	1.21023
GOLGA7B	10	97850239	0.51231
SLC25A28	10	99610522	1.18185
MCU	10	72692131	1.0572
CFAP70	10	73253759	1.54124
ADK	10	74151185	0.55215
KCNMA1	10	76869601	0.26894
PCGF6	10	103302796	-0.67994
SFR1	10	104122058	0.17415
SORCS3	10	104641101	-1.31941
SFXN2	10	102714538	-1.15063
HKDC1	10	69220303	-0.18518
HK1	10	69269984	0.31273
KAT6B	10	74825582	0.67738
SAMD8	10	75099586	-0.47719
ARMC3	10	22928024	0.96757
OTUD1	10	23439458	-1.09394
ARHGAP12	10	31805404	-1.76216
HECTD2	10	91409280	-1.54697
MARCH8	10	45454585	-0.78527
ZCCHC24	10	79382325	-0.39386
PHYHIPL	10	59176590	1.78405
REEP3	10	63521363	-0.98291
ZNF22	10	45000475	1.65164
ATP5C1	10	7788129	0.13628
PRPF18	10	13586927	0.54005
TAF3	10	7818504	-0.39547
VDAC2	10	75210154	-0.35789
PDZD8	10	117277274	-0.18308
ZNF503	10	75397830	-1.31265
FAM175B	10	124801785	6.35253
PRDX3	10	119167703	-0.39941
GHITM	10	84139440	-0.82408
STOX1	10	68827541	-1.21328
RET	10	43077027	-0.0135
DDX21	10	68956128	0.92599
BMS1	10	42782801	1.16989
STK32C	10	132207492	-1.93231
CASP7	10	113679162	1.25479
CCDC186	10	114120862	1.33606
C10orf82	10	116663696	-0.17544
C1QL3	10	16513743	1.90458
R3HCC1L	10	98134624	0.29117
HTRA1	10	122461525	0.32542
HIF1AN	10	100529072	1.68259
BTRC	10	101354033	-5.43684
POLL	10	101578882	-0.2042
DPCD	10	101570560	-1.66154
BORCS7	10	102854223	0.71257
NUDT13	10	73110375	0.97611
MSS51	10	73423579	1.09878
USP54	10	73497538	1.54124
NDST2	10	73801911	-1.73316
DDIT4	10	72273920	0.36087
ARMC4	10	27812164	1.84798
ZNF32	10	43643859	-1.00407
HNRNPF	10	43385617	-1.85246
CDK1	10	60778331	-1.6652
FRMPD2	10	48153088	-2.48985
MGMT	10	129467184	0.50809
PFKFB3	10	6144934	-2.65018
KIF5B	10	32009010	0.04221
TRIM8	10	102644496	3.47684
C10orf35	10	69630251	1.17825
ZDHHC16	10	97446131	-1.97104
EXOSC1	10	97436142	1.68846
PGAM1	10	97426160	2.4104
KNDC1	10	133160447	0.82897
CHCHD1	10	73782047	-0.85157
ZFAND4	10	45615501	0.78527
LRRC20	10	70298970	-1.09518
NET1	10	5412551	-0.98737
USMG5	10	103389041	0.67994
FGFBP3	10	91906589	1.72086
ZNF25	10	37949572	-0.42146
PPP2R2D	10	131900644	1.59666
BNIP3	10	131966455	0.28185
SLC35G1	10	93893973	-3.11739
TCERG1L	10	131092391	2.52104
SEC24C	10	73744384	0.73622
CSTF2T	10	51695487	0.39164
CASC2	10	118046279	2.62567
MYOZ1	10	73631654	-0.14975
SKIDA1	10	21513478	-2.10387
PCGF5	10	91163012	0.12529
PIPSL	10	93958191	-1.54926
PPA1	10	70202830	-0.55736
RTKN2	10	62183035	2.84841
CHST15	10	124007666	0.39518
MRPS16	10	73248843	-0.54425
CCDC172	10	116324428	6.65195
GRID1	10	85599555	-3.54358
CAMK1D	10	12349482	-0.32809
SFXN4	10	119140767	-0.10574
ZNF438	10	30820207	-1.02759
NUTM2A	10	87225448	0.14565
PRKG1	10	50991358	0.25153
THNSL1	10	25016658	-1.36864
PDZD7	10	101007683	-2.84941
AKR1C1	10	4963253	-1.07128
SHTN1	10	116881482	2.89225
CYP26C1	10	93060808	-5.98789
TMEM72	10	44911200	0.70386
JAKMIP3	10	132104671	-0.20364
ASAH2	10	50182778	1.30157
NANOS1	10	119029716	-2.83668
UROS	10	125784980	1.37301
FAM196A	10	127135426	-0.1816
ZNF33A	10	38010650	1.29487
BLOC1S2	10	100273280	-0.48018
AKR1C3	10	5035354	1.09862
ACADSB	10	123008979	-1.59436
ASB13	10	5638867	-0.59116
ZNF239	10	43556344	-0.135
NHLRC2	10	113854661	-0.28354
FUT11	10	73772291	2.37098
ACSL5	10	112374018	-1.96143
ADGRA1	10	133070929	2.24779
PSAP	10	71816298	-1.13917
CFAP43	10	104129888	-1.42685
ZNF248	10	37802823	-0.16567
SLC29A3	10	71319258	-0.73012
LRRTM3	10	66926006	0.21223
GRK5	10	119207589	0.74496
SFMBT2	10	7158624	-1.03488
RASGEF1A	10	43194535	-1.40845
DCLRE1A	10	113834725	-2.87519
SPRN	10	133420666	0.26788
METTL10	10	124748149	-5.253
RBM20	10	110644397	1.21424
CYP17A1-AS1	10	102832721	0.8818
LRIT2	10	84220495	-1.39736
ASAH2B	10	50739318	1.0266
AGAP6	10	49982190	-2.52693
MALRD1	10	19048771	0.81232
CALML3-AS1	10	5514244	-1.55377
RP11-363N22.3	10	971146	0.2128
ARHGAP19	10	97222173	2.38514
DNAJC9	10	73183362	1.01024
RPL17P50	10	73005833	1.01024
NUTM2D	10	87357668	0.71864
RP11-572P18.1	10	120354701	1.17712
PPP3CB-AS1	10	73495525	-0.71583
ZMIZ1-AS1	10	78943328	-0.33716
SVIL-AS1	10	29409402	-0.46799
TMEM72-AS1	10	44811024	0.26175
RP11-119F19.4	10	79684494	-2.44926
RP11-441O15.3	10	99431191	0.81022
RP11-197M22.2	10	16721352	-0.0559
PROSER2-AS1	10	11849608	-0.02967
ERCC6	10	49455368	-1.38887
SGMS1-AS1	10	50624951	-0.9678
RP11-474D14.2	10	67960702	0.77322
ENTPD1-AS1	10	95753206	0.60514
ATE1-AS1	10	121928312	-2.13806
KLLN	10	87859161	0.40746
PARG	10	49818279	2.52693
DNMBP-AS1	10	99927010	1.08114
MRLN	10	59736692	-1.51707
VIM-AS1	10	17214239	-2.00667
LINC00856	10	78179185	-1.17918
LRRC37A6P	10	27246350	-0.45957
RP11-464C19.2	10	3833950	-0.98431
LINC00865	10	89829510	-1.1769
IDI2-AS1	10	1022666	-0.41425
LINC01166	10	132943967	1.17494
AGGF1P2	10	133640789	-2.21678
DLG5-AS1	10	77927372	-1.89141
RP11-56M3.1	10	91152605	0.79756
ZNF37BP	10	42513510	-0.31843
FAM21EP	10	50021182	0.02
OLMALINC	10	100373615	0.32713
RP11-517P14.7	10	43523256	-1.96816
ZEB1-AS1	10	31206278	-2.39702
ZNF503-AS2	10	75401519	0.02987
PITRM1-AS1	10	3141632	0.12587
LINC00959	10	130063900	0.78607
FAM21FP	10	45706431	1.26692
PRKCQ-AS1	10	6580419	2.07561
LINC00844	10	58999626	-1.46021
RP11-295P9.3	10	13631143	-0.39108
PARGP1	10	45854093	-1.92557
RP11-499P20.2	10	18513115	0.10932
HOGA1	10	97584323	-0.49276
BMS1P4	10	73715843	1.08536
GLUD1P3	10	73730562	-1.19594
EIF5AL1	10	79512601	7.00886
RP11-411B6.6	10	100505628	4.91941
RP11-305E6.4	10	30302826	-0.71674
RP11-541N10.3	10	103877374	0.75067
STAM-AS1	10	17641284	0.17358
RP11-57H14.4	10	112823490	-4.03507
AGAP12P	10	48009873	2.87945
TIMM23	10	45972449	-0.1794
RPARP-AS1	10	102449817	-0.87726
COMMD3-BMI1	10	22316388	-2.19512
RP11-348N5.7	10	110910596	-0.01513
AGAP11	10	86970741	0.27272
RP11-182L21.6	10	79825902	-6.00406
RP11-179B2.2	10	100911103	-4.87624
ZSWIM8-AS1	10	73796514	-0.15162
RP11-344N10.5	10	73098044	-1.46755
RP11-359E3.4	10	86749754	2.6711
ADIRF-AS1	10	86965345	2.06147
RP11-398C13.6	10	14877688	-0.28615
RP11-330O11.3	10	30831828	0.31188
RP11-508N22.12	10	38137337	-0.33884
RP11-351D16.3	10	43136824	0.06196
RP11-416N2.4	10	103608619	2.27487
RP11-108L7.15	10	101060029	4.09378
RP11-574K11.24	10	73742995	-2.909
RP11-119F19.5	10	79681973	-0.99522
RP11-104F15.9	10	70434829	0.89507
RP11-359E7.3	10	119818866	0.25418
AL135791.1	10	37776537	-0.33736
BAD	11	64269830	-2.65497
ZNF195	11	3339261	0.86086
ABCC8	11	17392885	-0.06735
TMEM132A	11	60924463	-0.18319
ALDH3B1	11	68008578	0.21265
USH1C	11	17493895	-3.13239
PIK3C2A	11	17077730	-1.54006
CD6	11	60971680	-1.88812
PHLDB1	11	118606440	-0.15973
PRDM11	11	45095806	-2.61804
SYT13	11	45240301	2.86654
PLEKHB1	11	73646178	-1.1108
GRAMD1B	11	123358428	0.34487
NR1H3	11	47248300	5.13091
NUP160	11	47778087	1.54161
GAB2	11	78215297	1.60749
USP2	11	119355215	0.3666
USP28	11	113797874	1.28093
DKK3	11	11963106	1.22098
FAM160A2	11	6211335	1.94583
KCNQ1	11	2444684	1.29749
CDON	11	125955796	1.83349
MPPED2	11	30384493	0.20738
RASGRP2	11	64726911	-1.13328
PPP2R5B	11	64917553	-2.43844
DRD4	11	637293	2.82262
NUCB2	11	17208153	5.06586
MARK2	11	63838928	-1.87808
PICALM	11	85957684	-3.7568
TSG101	11	18468336	-2.01453
